fig_num,name,num_parts
fig-006675,Bernadette Rostenkowski,4
fig-006676,Amy Farrah Fowler,4
fig-006677,"Hot Rod Driver, Orange Jacket with Zipper",4
fig-006678,"Hot Rod Driver, Plaid Shirt",4
fig-006679,"Hot Rod Driver, Tan Outfit",4
fig-006680,"Hot Rod Mechanic, Blue Overalls",4
fig-006681,"Space Skull, Plain Black",5
fig-006682,"Star Justice Droid, Light Bluish Gray",12
fig-006683,"Star Justice Droid, White",15
fig-006684,"Star Justice Astronaut, Beard, Plain Light Bluish Gray",5
fig-006685,"Star Justice Astronaut, Glasses, Plain Light Bluish Gray",5
fig-006686,"Star Justice Astronaut, Beard Stubble, Plain Light Bluish Gray",5
fig-006687,"Man, Plain, Red Torso, Blue Legs, White Helmet with Visor",5
fig-006688,Maleficent (CMF),6
fig-006689,"Axel, Black Visor",5
fig-006690,Docs with Black Hips,5
fig-006691,"Jet, Trans-Light Blue Visor",5
fig-006692,Docs with Backpack,5
fig-006693,"Taejo Togokahn, White Outfit",4
fig-006694,Racer X,5
fig-006695,Taejo Togokahn,3
fig-006696,Cruncher Block,3
fig-006697,Cruncher's Driver,3
fig-006698,"Speed Racer, Blue Sweater",4
fig-006699,Snake Oiler,4
fig-006700,Cannonball Taylor,4
fig-006701,Commentator,4
fig-006702,Gray Ghost,4
fig-006703,Pops Racer,4
fig-006704,Spritle,4
fig-006705,Trixie,4
fig-006706,"Speed Racer, White Outfit",4
fig-006707,"Man, Blue Overalls, Red Cap",4
fig-006708,"Boat Worker, White Shirt with Anchor, Blue Legs, White Hard Hat, Yellow Life Vest",5
fig-006709,"Boat Admiral, Black Suit with Gold Anchor",4
fig-006710,"Scientist, Dark Blue Legs, Name Badge, Glasses, Female",4
fig-006711,Space Engineer,4
fig-006712,"Astronaut, White, Diver Helmet, Gold Visor, Side Light",9
fig-006713,"Policeman, Black Jacket with Radio, Badge, and 'POLICE' on Back, White Cap",4
fig-006714,"Forest Police / Ranger, Dark Tan Shirt with Radio and Badge, Dark Blue Legs, Tan Campaign Hat, Sunglasses",4
fig-006715,"Policeman, Black Suit with Badge, White Hat, Life Vest, Glasses",5
fig-006716,"Policeman, Black Suit with Badge, White Hat, Sunglasses, Stubble",4
fig-006717,"Policeman, Black Suit with Badge, White Hat, Cheek Lines, Brown Eyebrows",4
fig-006718,"Bandit, Red Overalls over Prison Shirt, Black Hat, ",4
fig-006719,LEGO Factory Employee,4
fig-006720,"Knight (Scale Mail on Red) - Black Arms, Blue Legs, White Plume",5
fig-006721,"Knight (Scale Mail on Red) - Black Arms, Light Gray Legs, Dark Gray Chin-Guard",4
fig-006722,"Knight (Scale Mail on Red) - Black Arms, Light Gray Legs, Dark Gray Neck-Protector",4
fig-006723,"Knight (Scale Mail on Red) - Blue Arms, Black Legs, Black Chin-Guard",4
fig-006724,"Knight (Scale Mail on Red) - Blue Arms, Black Legs, Dark Gray Neck-Protector",4
fig-006725,"Knight (Scale Mail on Red) - Blue Arms, Blue Legs, Black Neck-Protector",4
fig-006726,"Knight (Scale Mail on Red) - Blue Arms, Light Gray Legs, Dark Gray Chin-Guard",4
fig-006727,"Knight (Scale Mail on Red) - Blue Arms, Light Gray Legs, Dark Gray Neck-Protector",4
fig-006728,"Knight (Scale Mail on Red) - Blue Arms, Red Legs, Black Neck-Protector",4
fig-006729,"Knight (Scale Mail on Red) - Black Arms, White Legs",4
fig-006730,"Knight (Scale Mail on Red) - Red Arms, Blue Legs, Black Neck-Protector",4
fig-006731,"Knight (Scale Mail on Red) - Red Arms, Blue Legs, Dark Gray Neck-Protector",4
fig-006732,"Knight (Scale Mail on Red) - Red Arms, Red Legs, Black Chin-Guard",4
fig-006733,"Knight (Scale Mail on Red) - Red Arms, Red Legs, Black Neck-Protector",4
fig-006734,"Archer (Scale Mail on Red) - Black Arms, Red Legs",5
fig-006735,"Archer (Scale Mail on Red) - Blue Arms, Blue Legs",5
fig-006736,"Archer (Scale Mail on Red) - Blue Arms, Red Legs",5
fig-006737,"Archer (Scale Mail on Blue) - Black Arms, Red Legs",5
fig-006738,"Knight (Scale Mail on Blue) - Black Arms, Blue Legs, Black Chin-Guard",4
fig-006739,"Knight (Scale Mail on Blue) - Black Arms, Red Legs",4
fig-006740,Maiden (Fantasy Era) - Reddis Brown Hair,4
fig-006741,Maiden (Kingdoms) - Dark Orange Hair,4
fig-006742,Maiden (Knights Kingdom I) - Black Cone Hat,4
fig-006743,Maiden - Brown Hair,4
fig-006744,"Maiden - Blue Legs, Red Cone Hat, 3626a",5
fig-006745,"Maiden - Blue Legs, Red Cone Hat, 3626b",5
fig-006746,"Maiden - White Legs, Red Cone Hat",4
fig-006747,"Maiden - Blue Legs, White Cone Hat",4
fig-006748,"TV Worker - White Torso, Blue Legs, Blue Cap",4
fig-006749,"TV Worker - White Torso, Blue Legs, Female",4
fig-006750,"Soccer Player Green Torso, White Legs, Brown Hair, Standard Face #2",4
fig-006751,"Maiden - Blue Skirt, Red Cone Hat",4
fig-006752,"Soccer Player Green Torso, White Legs, Sweat Band #3",3
fig-006753,"Soccer Player Green Torso, White Legs, Black Hair, Standard Face #7",4
fig-006754,"Soccer Player Green Torso, White Legs, Tan Hair, Mustache, #9",4
fig-006755,"Soccer Player Green Torso, White Legs, Brown Hair, Standard Face, #10",4
fig-006756,Maiden (Fantasy Era) - Dark Brown Hair,4
fig-006757,"Soccer Player Goalie Dark Grey Torso, Black Legs, White Cap",4
fig-006758,"Soccer Player White Torso, Blue/Res Stripes, Blue Legs, Black Hair, #2",4
fig-006759,"Soccer Player White Torso, Blue/Res Stripes, Blue Legs, Sweat Band, #3",3
fig-006760,"Maiden (Fantasy Era) - Brown Skirt, Reddish Brown Hair",4
fig-006761,"Soccer Player White Torso, Blue/Res Stripes, Blue Legs, Brown Hair, #7",4
fig-006762,"Soccer Player White Torso, Blue/Res Stripes, Blue Legs, Tan Hair, #9",4
fig-006763,"Soccer Player White Torso, Blue/Res Stripes, Blue Legs, Brown Hair, #10",4
fig-006764,Maiden (Blue Lion) - Dark Red Hair,5
fig-006765,"Soccer Player Red Torso, White Legs #2",4
fig-006766,"Soccer Player Red Torso, White Legs 4",4
fig-006767,Maiden (Kingdoms) - Reddish Brown Hair,4
fig-006768,"Soccer Player White Torso, Blue Legs #2",4
fig-006769,Maiden (Kingdoms) - Dark Orange Hair,4
fig-006770,"Soccer Player White Torso, Blue Legs #9",4
fig-006771,"Soccer Player White Torso, Blue Legs #",4
fig-006772,Maiden (Kingdoms) - Black Hair,4
fig-006773,"Soccer Player Blue Torso, White Legs 1",4
fig-006774,"Soccer Player Blue Torso, White Legs 2",4
fig-006775,"Soccer Player Blue Torso, White Legs 3",4
fig-006776,"Soccer Player Blue Torso, White Legs 4",4
fig-006777,"Soccer Player Blue Torso, White Legs 5",4
fig-006778,"Soccer Player Red Torso, Blue Legs, #2",4
fig-006779,"Soccer Player Red Torso, Blue Legs, #4",4
fig-006780,"Soccer Player Red Torso, Blue Legs, #9",4
fig-006781,"Soccer Player Red Torso, Blue Legs, #10",4
fig-006782,"Soccer Player Red Torso, Blue Legs, #11",4
fig-006783,Peasant (Fantasy Era) - Tan Hair,4
fig-006784,Peasant (Fantasy Era) - Dark Brown Hood,5
fig-006785,Peasant (Fantasy Era) - Dark Tan Hair,4
fig-006786,Peasant (Kingdoms) - Dark Tan Hair,4
fig-006787,Peasant (Kingdoms) - Dark Brown Hood,4
fig-006788,Peasant - Blue Legs,5
fig-006789,"Peasant - Light Gray Legs, Black Hood",4
fig-006790,"Peasant - Red Legs, Brown Hair",4
fig-006791,"Peasant - Red Legs, Black Hood",4
fig-006792,"Fireman, Shirt with Gauge and Pocket, Light Gray Legs, White Helmet",4
fig-006793,"Man, Plain Shirt, Dark Red Legs, Reddish Brown Hair",4
fig-006794,"Girl, Cardigan Tied with Bow, Necklace, Short Red Legs",4
fig-006795,"Girl, Cardigan Light Bright Blue, Short Medium Lavender Legs",4
fig-006796,"Boy, Green Sweater, Short Dark Blue Legs, Santa Hat",4
fig-006797,"Girl, White Hoodie, Short Dark Blue Legs, Ice Skates",6
fig-006798,"Man, Bright Green Jacket, Blue Legs",4
fig-006799,"Female, Bright Light Blue Shirt, Dark Blue Legs, Red Bandana Scarf, Medium Lavender Hat",5
fig-006800,"Man, Green Overalls over Red Shirt, Red Cap",4
fig-006801,"Elf, Green Overalls, Short Red Legs, Light Bluish Gray Hair, Glasses",4
fig-006802,"Boy, Green Jacket, Short Light Bluish Gray Legs, Dark Orange Hair",4
fig-006803,"Female, White Blouse, Dark Blue Legs, Black Hair",4
fig-006804,"Girl, Medium Blue Jacket with Medium Lavender Scarf, Short Dark Purple Legs",4
fig-006805,"Sleigh Driver, Black Suit, Top Hat",4
fig-006806,"Elf, Dark Red Flannel Shirt, Bright Green Hat",4
fig-006807,"Elf, Medium Blue Jacket with Medium Lavender Scarf, Bright Green Hat",4
fig-006808,"Boy, Lime Jack with Black and White Checks, Short Black Legs, Light Bluish Gray Helmet",4
fig-006809,"Girl, Medium Blue Jacket with Medium Lavender Scarf, Short Dark Blue Legs, Dark Blue Hat",4
fig-006810,"Santa, Coat and Belt, Plain Red Legs, Santa Hat, Brown Eyebrows",5
fig-006811,"Boy, White and Blue Hoodie, Short Dark Purple Legs, Reddish Brown Hair",4
fig-006812,"Girl, Classic Spaceman on Shirt, Short Blue Legs, Reddish Brown Ponytail",4
fig-006813,"Man, Red Flannel Shirt, Dark Blue Legs, Glasses",4
fig-006814,"Boy, Argyle Sweater, Short Blue Legs, Glasses",4
fig-006815,"Girl, Cardigan Light Bright Blue, Short Bright Light Orange Legs",4
fig-006816,"Female, Open Medium Lavender Jacket over Lavender Shirt, White Legs, Glasses",4
fig-006817,"Barista, Man, White Shirt, Reddish Brown Apron, Black Hair",4
fig-006818,Christmas Train Driver with Dark Red Hat,4
fig-006819,"Girl, Medium Blue Jacket with Medium Lavender Scarf, Short Medium Lavender Legs",4
fig-006820,"Woman, Medium Blue Top with Necklace, Dark Blue Legs, Reddish Brown Ponytail",4
fig-006821,"Boy, Floating Classic Spaceman on Shirt, Short Blue Legs, Dark Orange Hair",4
fig-006822,"Woman, Lime Halter Top with Dolphins, Medium Azure Legs, Black Hair",4
fig-006823,"Boy, Plaid Shirt, Short Medium Dark Flesh Legs, Dark Orange Hair",4
fig-006824,"Girl, White Corset with Stars, Short Dark Azure Legs, Black Witch Hat",4
fig-006825,"Vampire, Ruffled Shirt, Gold Chain",4
fig-006826,"Woman, White Corset with Red Sides, Necklace, Red Legs",4
fig-006827,"Man, Green V-Neck Sweater, Red Legs",4
fig-006828,"Man, Green V-Neck Sweater, Dark Bluish Gray Legs, Beard",4
fig-006829,"Woman, Red Cardigan, Red Legs, Dark Bluish Gray Hair, Glasses",4
fig-006830,"Girl, Cardigan Tied with Bow, Necklace, Short Dark Red Legs",4
fig-006831,"Man, Green Overalls over Red Shirt, Tan Wide Brim Hat",4
fig-006832,"Woman, Dark Purple Outfit with Blouse, Flowers and Gold Sash",4
fig-006833,"Man, Dark Blue Pinstripe Suit with Gold Tie, Black Hair",4
fig-006834,"Woman, Bright Pink Halter Top with Butterflies, Dark Purple Legs",4
fig-006835,"Man, Open Bright Light Blue Hoodie over Dark Purple Shirt with Star, Dark Blue Legs",4
fig-006836,"Man, White and Blue Hoodie, Blue Legs, Lime Cap",4
fig-006837,"Woman, Orange Outfit with Flowers, Dark Brown Ponytail",4
fig-006838,"Santa, Plain Red, Dark Bluish Gray Legs",5
fig-006839,"Classic Spaceman, Green, Helmet with Visor / Pete",6
fig-006840,"Classic Spacewoman, Green, Helmet and Visor (Yve)",6
fig-006841,Viking Red Chess Pawn,6
fig-006842,Viking Red Chess King,7
fig-006843,Viking Red Chess Bishop,6
fig-006844,Viking Blue Chess Pawn,6
fig-006845,Viking Blue Chess Bishop,6
fig-006846,Viking Blue Chess King,7
fig-006847,"Mrs. Claus, White Corset with Red Sides, Apron with Candy Canes",5
fig-006848,"Elf, Blue and White Stripes Shirt",4
fig-006849,"Elf, Dark Blue Plaid Button Shirt",4
fig-006850,"Elf, Green Overalls, Short Green Legs",4
fig-006851,"Elf, Blue Overalls",4
fig-006852,Forestman (Forestmen) - Black,6
fig-006853,"Forestman (Forestmen) - Blue, Yellow Triple-Plume",5
fig-006854,"Forestman (Forestmen) - Blue, Yellow Plume",5
fig-006855,"Forestman (Forestmen) - Blue, Red Triple-Plume",5
fig-006856,"Forestman (Forestmen) - Yellow, Brown Hat, Red Plume",5
fig-006857,"Forestman (Forestmen) - Yellow, Green Hat, Red Plume",5
fig-006858,"Forestman (Forestmen) - Yellow, White Plume",5
fig-006859,"Forestman (Reissue) - Yellow, Red Plume",5
fig-006860,"Forestman (Forestmen) - Red, Brown Hat, Red Plume",5
fig-006861,"Forestman (Forestmen) - Red, Green Hat, Red Plume",5
fig-006862,"Forestman (Forestmen) - Red, Yellow Plume",5
fig-006863,Forestwoman (Reissue),4
fig-006864,"Forestman Archer (Forestmen) - Black, Red Plume",6
fig-006865,"Forestman Archer (Forestmen) - Blue, Brown Hat, Blue Plume",6
fig-006866,"Forestman Archer (Forestmen) - Blue, Green Hat, Blue Plume",6
fig-006867,"Forestman Archer (Forestmen) - Yellow, Red Plume",6
fig-006868,"Forestman Archer (Forestmen) - Yellow, Black Plume",6
fig-006869,"Forestman Archer (Forestmen) - Yellow, Yellow Plume",6
fig-006870,"Forestman Archer (Forestmen) - Red, Brown Hat, Red Plume",6
fig-006871,"Forestman Archer (Forestmen) - Red, Brown Hat, Yellow Plume",6
fig-006872,"Forestman Archer (Forestmen) - Red, Green Hat, Small Red Plume",6
fig-006873,"Forestman Archer (Forestmen) - Red, Green Hat, Red Plume",6
fig-006874,Forestwoman Archer (Forestmen),5
fig-006875,Forestman (Dark Forest) - Green Hat,5
fig-006876,Forestman (Dark Forest) - Brown Hat,5
fig-006877,"Forestman (Dark Forest) - Brown Legs, Brown Hood",4
fig-006878,Forestman Archer (Dark Forest) - Black Hood,5
fig-006879,"Forestman (Dark Forest) - Light Gray Legs, Brown Hood",4
fig-006880,Forestman Archer (Dark Forest) - Green Hat,6
fig-006881,Forestman Archer (Dark Forest) - Brown Hat,6
fig-006882,Fighter (Wolfpack) - Brown Hood,5
fig-006883,"Fighter (Wolfpack) - Black Hood, Black Plastic Cape",5
fig-006884,Fighter (Wolfpack) - Black Hood,4
fig-006885,"Fighter (Wolfpack) - Black Hood, Red Plastic Cape",5
fig-006886,"Knight (Black Falcons) - Black Legs, Chin-Protector",4
fig-006887,"Knight (Black Falcon) - Black Legs, Red Hips, Rounded Shield, Neck-Protector",4
fig-006888,"Knight (Black Falcon) - Black Legs, Black Hips, Rounded Shield, Neck-Protector, 3626b",4
fig-006889,"Knight (Black Falcon) - Light Gray Legs, Neck-Protector",4
fig-006890,"Archer (Black Falcon) - Light Gray Legs, Chin-Guard",5
fig-006891,"Man - Green Jacket, Black Legs, Blue Cap",4
fig-006892,"Man - Black Jacket, Light Gray Legs",4
fig-006893,"Archer (Black Falcon) - Black Legs, Red Hips, Chin-Guard",5
fig-006894,"Woman - Black Jacket, Brown Legs",4
fig-006895,"Man - Red Torso, Black Legs, Black Cap",4
fig-006896,"Soccer Fan, Green Torso, White Legs, Green Cap",4
fig-006897,"Archer (Black Falcon) - Black Legs, Black Hips, Rounded Shield, Chin-Guard",5
fig-006898,"Dragon Master (Dragon Knights) - Blue Plumes, Cape",8
fig-006899,"Dragon Master (Dragon Knights) - Red Plumes, Cape",8
fig-006900,"Dragon Master (Dragon Knights) - Yellow Plumes, Cape",8
fig-006901,"Knight (Dragon Knights) - Light Gray Legs, Light Gray Hips",4
fig-006902,"Knight (Dragon Knights) - Black Legs, Red Hips, Blue Plumes",6
fig-006903,"Knight (Dragon Knights) - Black Legs, Red Hips, Red Plumes",7
fig-006904,"Knight (Dragon Knights) - Black Legs, Yellow Plumes",7
fig-006905,"Classic Spaceman, White with Blue Jet Pack",10
fig-006906,"Knight (Dragon Knights) - Black Legs, Neck-Protector",4
fig-006907,"Knight (Dragon Knights) - Black Legs, Black Hips, Red Plumes",7
fig-006908,"Classic Spaceman, Yellow with Airtanks (3842a Helmet)",5
fig-006909,Archer (Dragon Knights),5
fig-006910,"Classic Spaceman, Black with Airtanks (3842a Helmet)",5
fig-006911,Wizard (Red Dragon),6
fig-006912,Wizard - Black Hood,5
fig-006913,"Wizard - Sand Blue Body, Dark Green Legs",5
fig-006914,"Wizard (Fantasy Era) - Evil, Cape",6
fig-006915,"Wizard (Fantasy Era) - Good, Cape",6
fig-006916,"Wizard (Kingdoms) - Blue, 3626c",5
fig-006917,"Soccer Player White Torso with Blue/Red Stripes, Blue Legs #4",4
fig-006918,"Soccer Player Green Torso, White Legs #4",4
fig-006919,"Soccer Player Green Torso, White Legs #11",4
fig-006920,"Wizard (Kingdoms) - Blue, 3626b",5
fig-006921,"Soccer Player Red Torso, Blue Legs, #5",4
fig-006922,"Soccer Player Red Torso, Blue Legs, #7",4
fig-006923,"Soccer Player Red Torso, Blue Legs, #8",4
fig-006924,"Soccer Player Red Torso, Blue Legs, #14",4
fig-006925,"Soccer Player Red Torso, Blue Legs, #18",4
fig-006926,"Soccer Player White Torso, White Legs 1",4
fig-006927,"Soccer Player White Torso, White Legs 2",4
fig-006928,"Soccer Player White Torso, White Legs 3",4
fig-006929,"Soccer Player White Torso, White Legs 4",4
fig-006930,"Soccer Player White Torso, White Legs ",4
fig-006931,"Soccer Player White Torso, White Legs 6",4
fig-006932,"Soccer Player White Torso, White Legs 7",4
fig-006933,"Soccer Player White Torso, White Legs 8",4
fig-006934,"Soccer Player White Torso, White Legs 9",4
fig-006935,"Soccer Player White Torso, White Legs 10",4
fig-006936,"Soccer Player Red Torso, White Legs, #5",4
fig-006937,"Soccer Player Red Torso, White Legs, #7",4
fig-006938,"Soccer Player Red Torso, White Legs, #",4
fig-006939,"Soccer Player Red Torso, White Legs, #14",4
fig-006940,"Soccer Player White Torso, Blue Legs, #5",4
fig-006941,"Soccer Player White Torso, Blue Legs, #7",4
fig-006942,"Soccer Player White Torso, Blue Legs, #",4
fig-006943,"Soccer Player White Torso, Blue Legs, #14",4
fig-006944,"Classic Spaceman, Yellow with Jetpack",11
fig-006945,"Wizard (Kingdoms) - Dark Green, Cape",6
fig-006946,"Futuron Spaceman, Red with Airtanks and Dark Blue Visor",6
fig-006947,Wizard (Knights Kingdom) - Blue,5
fig-006948,"Futuron Spaceman, Black and Yellow with Airtanks and Dark Blue Visor",6
fig-006949,"Futuron Spaceman, Red and Green with Airtanks and Trans-Red Visor",6
fig-006950,Spyrius Droid / Major Kartofski,4
fig-006951,"UFO Alien, Gray Overlord",5
fig-006952,Unitron,6
fig-006953,Unitron Chief,6
fig-006954,Exploriens Droid,4
fig-006955,"Martian, Altair",5
fig-006956,"Martian, Orange with Face Mask",5
fig-006957,"Martian, Vega",5
fig-006958,"Spaceman, Mac",5
fig-006959,"Spaceman, BB",5
fig-006960,"Martian, Centauri",5
fig-006961,"Martian, Antares",5
fig-006962,"Martian, Mizar",5
fig-006963,"Martian, Orange and Black",5
fig-006964,"Martian, Canopus",5
fig-006965,"Martian, Pollux",5
fig-006966,"Martian, Blue and Orange",5
fig-006967,"Martian, Arcturus",5
fig-006968,"Martian, Cassiopeia",5
fig-006969,"Martian, Rigel",6
fig-006970,Danny Longlegs / Corporal Steel with Airtanks,5
fig-006971,Professor Webb / Locust with Shoulder Armor,5
fig-006972,"Captain Wizer / Captain Zec, with Shoulder Armor",5
fig-006973,"Martian, Alien Commander",5
fig-006974,Martian,2
fig-006975,"Mars Astronaut, Cheek Lines",5
fig-006976,"Mars Astronaut, Orange Sunglasses, Stubble",5
fig-006977,"Mars Astronaut, Stubble",5
fig-006978,"Mars Astronaut, Sunglasses",5
fig-006979,"Mars Astronaut, Printed Hair",5
fig-006980,"Mars Astronaut, Stubble, Printed Hair",5
fig-006981,"Mars Astronaut, Stubble, Printed Hair over Eyes",5
fig-006982,"Mars Astronaut, Balaclava",5
fig-006983,"Mars Astronaut, Balaclava, and Backpack",6
fig-006984,"Mars Astronaut, Cheek Lines, and Backpack",6
fig-006985,Alien Trooper,3
fig-006986,Alien Pilot,3
fig-006987,"ADU Soldier, Orange Sunglasses, Dark Bluish Gray Hips",5
fig-006988,"Man, Dark Blue Pinstripe Suit with Gold Tie, Black Hair, Glasses",4
fig-006989,"ADU Soldier, Orange Sunglasses, Azure Hips",5
fig-006990,"ADU Soldier, Snarl / Surprised, Dark Azure Hips",5
fig-006991,"ADU Trooper, Big Smile / Confused",5
fig-006992,Alien Android,6
fig-006993,Scientist in Hazmat Suit with Hair,4
fig-006994,"ADU Soldier, Gray Moustache",5
fig-006995,"ADU Soldier, Female",5
fig-006996,"Reporter, Red Jacket with Name Badge, Glasses",4
fig-006997,Alien Commander,7
fig-006998,"Man, Sand Blue Overalls, Reddish Brown Hair, Beard (Farmer)",4
fig-006999,Mosquitoid with Wings,6
fig-007000,Solomon Blaze,5
fig-007001,Max Solarflare,5
fig-007002,"Robot, Dark Azure with Neck Bracket",4
fig-007003,Mantizoid,7
fig-007004,"Robot, Red with Neck Bracket",4
fig-007005,Billy Starbeam,5
fig-007006,"Robot, Orange",6
fig-007007,Jack Fireblade,5
fig-007008,Chuck Stonebreaker,5
fig-007009,"Alien Buggoid, Olive Green",3
fig-007010,Ashlee Starstrider,5
fig-007011,"Robot, Bright Green",4
fig-007012,"Alien Buggoid, Dark Red",3
fig-007013,"Robot, Dark Azure",3
fig-007014,Benny,5
fig-007015,"Classic Spaceman, Dark Pink with Airtanks (Lenny)",5
fig-007016,"Classic Spacewoman, White with Airtanks (Jenny)",5
fig-007017,"Classic Spaceman, Yellow with Airtanks (Kenny)",5
fig-007018,"Robot Police, Armor, Cap",5
fig-007019,Unikitty,14
fig-007020,"Skeleton, Robot (Robo-Skeleton)",6
fig-007021,"Emmet w red piece of resistance, open-mouthed smile/scared face and Red Plate",7
fig-007022,"Unikitty, Queasy",14
fig-007023,Benny,5
fig-007024,President Business,4
fig-007025,"Vitruvius, Ghost ",5
